,GameID,Date,Start_EST,H/A,Team,W/L,Overtime,PT_Diff,Wins,GP,PCT,Opponent,Opponent_PCT
1017,1018.0,2017-03-16,22:30:00,Home,Golden State Warriors,1,0,30.0,54,68,0.794,Orlando Magic,0.348
1017,1018.0,2017-03-16,22:30:00,Away,Orlando Magic,0,0,-30.0,24,69,0.348,Golden State Warriors,0.794
1018,1019.0,2017-03-17,19:00:00,Home,Philadelphia 76ers,1,0,42.0,25,68,0.368,Dallas Mavericks,0.426
1018,1019.0,2017-03-17,19:00:00,Away,Dallas Mavericks,0,0,-42.0,29,68,0.426,Philadelphia 76ers,0.368
1019,1020.0,2017-03-17,19:00:00,Home,Washington Wizards,1,0,5.0,42,68,0.618,Chicago Bulls,0.464
1019,1020.0,2017-03-17,19:00:00,Away,Chicago Bulls,0,0,-5.0,32,69,0.464,Washington Wizards,0.618
1020,1021.0,2017-03-17,19:30:00,Away,Boston Celtics,1,0,3.0,44,69,0.638,Brooklyn Nets,0.191
1020,1021.0,2017-03-17,19:30:00,Home,Brooklyn Nets,0,0,-3.0,13,68,0.191,Boston Celtics,0.638
1021,1022.0,2017-03-17,19:30:00,Away,Toronto Raptors,1,0,12.0,40,69,0.58,Detroit Pistons,0.478
1021,1022.0,2017-03-17,19:30:00,Home,Detroit Pistons,0,0,-12.0,33,69,0.478,Toronto Raptors,0.58
1022,1023.0,2017-03-17,20:00:00,Home,Miami Heat,1,0,18.0,34,69,0.493,Minnesota Timberwolves,0.412
1022,1023.0,2017-03-17,20:00:00,Away,Minnesota Timberwolves,0,0,-18.0,28,68,0.412,Miami Heat,0.493
1023,1024.0,2017-03-17,20:00:00,Home,New Orleans Pelicans,1,0,16.0,28,69,0.406,Houston Rockets,0.681
1023,1024.0,2017-03-17,20:00:00,Away,Houston Rockets,0,0,-16.0,47,69,0.681,New Orleans Pelicans,0.406
1024,1025.0,2017-03-17,22:00:00,Away,Orlando Magic,1,0,6.0,25,70,0.357,Phoenix Suns,0.319
1024,1025.0,2017-03-17,22:00:00,Home,Phoenix Suns,0,0,-6.0,22,69,0.319,Orlando Magic,0.357
1025,1026.0,2017-03-17,22:30:00,Away,Milwaukee Bucks,1,0,4.0,34,68,0.5,Los Angeles Lakers,0.29
1025,1026.0,2017-03-17,22:30:00,Home,Los Angeles Lakers,0,0,-4.0,20,69,0.29,Milwaukee Bucks,0.5
1026,1027.0,2017-03-18,15:00:00,Home,Oklahoma City Thunder,1,0,16.0,40,69,0.58,Sacramento Kings,0.391
1026,1027.0,2017-03-18,15:00:00,Away,Sacramento Kings,0,0,-16.0,27,69,0.391,Oklahoma City Thunder,0.58
1027,1028.0,2017-03-18,18:00:00,Away,Portland Trail Blazers,1,0,16.0,31,68,0.456,Atlanta Hawks,0.536
1027,1028.0,2017-03-18,18:00:00,Home,Atlanta Hawks,0,0,-16.0,37,69,0.536,Portland Trail Blazers,0.456
1028,1029.0,2017-03-18,19:00:00,Home,Charlotte Hornets,1,0,5.0,30,69,0.435,Washington Wizards,0.609
1028,1029.0,2017-03-18,19:00:00,Away,Washington Wizards,0,0,-5.0,42,69,0.609,Charlotte Hornets,0.435
1029,1030.0,2017-03-18,20:30:00,Home,Los Angeles Clippers,1,0,30.0,41,70,0.586,Cleveland Cavaliers,0.662
1029,1030.0,2017-03-18,20:30:00,Away,Cleveland Cavaliers,0,0,-30.0,45,68,0.662,Los Angeles Clippers,0.586
1030,1031.0,2017-03-18,21:00:00,Home,Chicago Bulls,1,0,9.0,33,70,0.471,Utah Jazz,0.614
1030,1031.0,2017-03-18,21:00:00,Away,Utah Jazz,0,0,-9.0,43,70,0.614,Chicago Bulls,0.471
1031,1032.0,2017-03-18,21:00:00,Home,Memphis Grizzlies,1,0,8.0,40,70,0.571,San Antonio Spurs,0.765
1031,1032.0,2017-03-18,21:00:00,Away,San Antonio Spurs,0,0,-8.0,52,68,0.765,Memphis Grizzlies,0.571
1032,1033.0,2017-03-18,21:30:00,Away,Houston Rockets,1,0,4.0,48,70,0.686,Denver Nuggets,0.478
1032,1033.0,2017-03-18,21:30:00,Home,Denver Nuggets,0,0,-4.0,33,69,0.478,Houston Rockets,0.686
1033,1034.0,2017-03-18,22:30:00,Home,Golden State Warriors,1,0,25.0,55,69,0.797,Milwaukee Bucks,0.493
1033,1034.0,2017-03-18,22:30:00,Away,Milwaukee Bucks,0,0,-25.0,34,69,0.493,Golden State Warriors,0.797
1034,1035.0,2017-03-19,12:00:00,Away,Dallas Mavericks,1,0,7.0,30,69,0.435,Brooklyn Nets,0.188
1034,1035.0,2017-03-19,12:00:00,Home,Brooklyn Nets,0,0,-7.0,13,69,0.188,Dallas Mavericks,0.435
1035,1036.0,2017-03-19,13:00:00,Home,Philadelphia 76ers,1,0,6.0,26,69,0.377,Boston Celtics,0.629
1035,1036.0,2017-03-19,13:00:00,Away,Boston Celtics,0,0,-6.0,44,70,0.629,Philadelphia 76ers,0.377
1036,1037.0,2017-03-19,16:30:00,Home,Detroit Pistons,1,0,17.0,34,70,0.486,Phoenix Suns,0.314
1036,1037.0,2017-03-19,16:30:00,Away,Phoenix Suns,0,0,-17.0,22,70,0.314,Detroit Pistons,0.486
1037,1038.0,2017-03-19,18:00:00,Away,Portland Trail Blazers,1,0,11.0,32,69,0.464,Miami Heat,0.486
1037,1038.0,2017-03-19,18:00:00,Home,Miami Heat,0,0,-11.0,34,70,0.486,Portland Trail Blazers,0.464
1038,1039.0,2017-03-19,18:00:00,Home,New Orleans Pelicans,1,0,14.0,29,70,0.414,Minnesota Timberwolves,0.406
1038,1039.0,2017-03-19,18:00:00,Away,Minnesota Timberwolves,0,0,-14.0,28,69,0.406,New Orleans Pelicans,0.414
1039,1040.0,2017-03-19,18:00:00,Home,Toronto Raptors,1,0,25.0,41,70,0.586,Indiana Pacers,0.507
1039,1040.0,2017-03-19,18:00:00,Away,Indiana Pacers,0,0,-25.0,35,69,0.507,Toronto Raptors,0.586
1040,1041.0,2017-03-19,19:00:00,Home,San Antonio Spurs,1,0,16.0,53,69,0.768,Sacramento Kings,0.386
1040,1041.0,2017-03-19,19:00:00,Away,Sacramento Kings,0,0,-16.0,27,70,0.386,San Antonio Spurs,0.768
1041,1042.0,2017-03-19,21:30:00,Away,Cleveland Cavaliers,1,0,5.0,46,69,0.667,Los Angeles Lakers,0.286
1041,1042.0,2017-03-19,21:30:00,Home,Los Angeles Lakers,0,0,-5.0,20,70,0.286,Cleveland Cavaliers,0.667
1042,1043.0,2017-03-20,19:00:00,Home,Charlotte Hornets,1,0,15.0,31,70,0.443,Atlanta Hawks,0.529
1042,1043.0,2017-03-20,19:00:00,Away,Atlanta Hawks,0,0,-15.0,37,70,0.529,Charlotte Hornets,0.443
1043,1044.0,2017-03-20,19:00:00,Home,Indiana Pacers,1,0,7.0,36,70,0.514,Utah Jazz,0.606
1043,1044.0,2017-03-20,19:00:00,Away,Utah Jazz,0,0,-7.0,43,71,0.606,Indiana Pacers,0.514
1044,1045.0,2017-03-20,19:00:00,Home,Orlando Magic,1,1,3.0,26,71,0.366,Philadelphia 76ers,0.371
1044,1045.0,2017-03-20,19:00:00,Away,Philadelphia 76ers,0,1,-3.0,26,70,0.371,Orlando Magic,0.366
1045,1046.0,2017-03-20,19:30:00,Home,Boston Celtics,1,0,8.0,45,71,0.634,Washington Wizards,0.6
1045,1046.0,2017-03-20,19:30:00,Away,Washington Wizards,0,0,-8.0,42,70,0.6,Boston Celtics,0.634
1046,1047.0,2017-03-20,20:00:00,Home,Houston Rockets,1,0,1.0,49,71,0.69,Denver Nuggets,0.471
1046,1047.0,2017-03-20,20:00:00,Away,Denver Nuggets,0,0,-1.0,33,70,0.471,Houston Rockets,0.69
1047,1048.0,2017-03-20,20:00:00,Away,Golden State Warriors,1,0,16.0,56,70,0.8,Oklahoma City Thunder,0.571
1047,1048.0,2017-03-20,20:00:00,Home,Oklahoma City Thunder,0,0,-16.0,40,70,0.571,Golden State Warriors,0.8
1048,1049.0,2017-03-20,22:30:00,Home,Los Angeles Clippers,1,0,9.0,42,71,0.592,New York Knicks,0.386
1048,1049.0,2017-03-20,22:30:00,Away,New York Knicks,0,0,-9.0,27,70,0.386,Los Angeles Clippers,0.592
1049,1050.0,2017-03-21,19:00:00,Home,Toronto Raptors,1,1,2.0,42,71,0.592,Chicago Bulls,0.465
1049,1050.0,2017-03-21,19:00:00,Away,Chicago Bulls,0,1,-2.0,33,71,0.465,Toronto Raptors,0.592
1050,1051.0,2017-03-21,19:30:00,Home,Brooklyn Nets,1,0,2.0,14,70,0.2,Detroit Pistons,0.479
1050,1051.0,2017-03-21,19:30:00,Away,Detroit Pistons,0,0,-2.0,34,71,0.479,Brooklyn Nets,0.2
1051,1052.0,2017-03-21,19:30:00,Home,Miami Heat,1,0,15.0,35,71,0.493,Phoenix Suns,0.31
1051,1052.0,2017-03-21,19:30:00,Away,Phoenix Suns,0,0,-15.0,22,71,0.31,Miami Heat,0.493
1052,1053.0,2017-03-21,20:00:00,Home,New Orleans Pelicans,1,0,13.0,30,71,0.423,Memphis Grizzlies,0.563
1052,1053.0,2017-03-21,20:00:00,Away,Memphis Grizzlies,0,0,-13.0,40,71,0.563,New Orleans Pelicans,0.423
1053,1054.0,2017-03-21,20:30:00,Away,Golden State Warriors,1,0,25.0,57,71,0.803,Dallas Mavericks,0.429
1053,1054.0,2017-03-21,20:30:00,Home,Dallas Mavericks,0,0,-25.0,30,70,0.429,Golden State Warriors,0.803
1054,1055.0,2017-03-21,21:30:00,Away,San Antonio Spurs,1,0,7.0,54,70,0.771,Minnesota Timberwolves,0.4
1054,1055.0,2017-03-21,21:30:00,Home,Minnesota Timberwolves,0,0,-7.0,28,70,0.4,San Antonio Spurs,0.771
1055,1056.0,2017-03-21,22:00:00,Away,Milwaukee Bucks,1,0,3.0,35,70,0.5,Portland Trail Blazers,0.457
1055,1056.0,2017-03-21,22:00:00,Home,Portland Trail Blazers,0,0,-3.0,32,70,0.457,Milwaukee Bucks,0.5
1056,1057.0,2017-03-21,22:30:00,Away,Los Angeles Clippers,1,0,24.0,43,72,0.597,Los Angeles Lakers,0.282
1056,1057.0,2017-03-21,22:30:00,Home,Los Angeles Lakers,0,0,-24.0,20,71,0.282,Los Angeles Clippers,0.597
1057,1058.0,2017-03-22,19:00:00,Away,Charlotte Hornets,1,0,7.0,32,71,0.451,Orlando Magic,0.361
1057,1058.0,2017-03-22,19:00:00,Home,Orlando Magic,0,0,-7.0,26,72,0.361,Charlotte Hornets,0.451
1058,1059.0,2017-03-22,19:30:00,Home,Boston Celtics,1,0,9.0,46,72,0.639,Indiana Pacers,0.507
1058,1059.0,2017-03-22,19:30:00,Away,Indiana Pacers,0,0,-9.0,36,71,0.507,Boston Celtics,0.639
1059,1060.0,2017-03-22,20:00:00,Home,Chicago Bulls,1,0,22.0,34,72,0.472,Detroit Pistons,0.472
1059,1060.0,2017-03-22,20:00:00,Away,Detroit Pistons,0,0,-22.0,34,72,0.472,Chicago Bulls,0.472
1060,1061.0,2017-03-22,20:00:00,Home,Oklahoma City Thunder,1,0,25.0,41,71,0.577,Philadelphia 76ers,0.366
1060,1061.0,2017-03-22,20:00:00,Away,Philadelphia 76ers,0,0,-25.0,26,71,0.366,Oklahoma City Thunder,0.577
1061,1062.0,2017-03-22,20:00:00,Home,Washington Wizards,1,0,4.0,43,71,0.606,Atlanta Hawks,0.521
1061,1062.0,2017-03-22,20:00:00,Away,Atlanta Hawks,0,0,-4.0,37,71,0.521,Washington Wizards,0.606
1062,1063.0,2017-03-22,21:00:00,Home,Denver Nuggets,1,0,13.0,34,71,0.479,Cleveland Cavaliers,0.657
1062,1063.0,2017-03-22,21:00:00,Away,Cleveland Cavaliers,0,0,-13.0,46,70,0.657,Denver Nuggets,0.479
1063,1064.0,2017-03-22,22:30:00,Away,Milwaukee Bucks,1,0,18.0,36,71,0.507,Sacramento Kings,0.38
1063,1064.0,2017-03-22,22:30:00,Home,Sacramento Kings,0,0,-18.0,27,71,0.38,Milwaukee Bucks,0.507
1064,1065.0,2017-03-22,22:30:00,Home,Utah Jazz,1,0,7.0,44,72,0.611,New York Knicks,0.38
1064,1065.0,2017-03-22,22:30:00,Away,New York Knicks,0,0,-7.0,27,71,0.38,Utah Jazz,0.611
1065,1066.0,2017-03-23,19:30:00,Home,Brooklyn Nets,1,0,28.0,15,71,0.211,Phoenix Suns,0.306
1065,1066.0,2017-03-23,19:30:00,Away,Phoenix Suns,0,0,-28.0,22,72,0.306,Brooklyn Nets,0.211
1066,1067.0,2017-03-23,19:30:00,Away,Toronto Raptors,1,0,17.0,43,72,0.597,Miami Heat,0.486
1066,1067.0,2017-03-23,19:30:00,Home,Miami Heat,0,0,-17.0,35,72,0.486,Toronto Raptors,0.597
1067,1068.0,2017-03-23,20:30:00,Home,Dallas Mavericks,1,0,2.0,31,71,0.437,Los Angeles Clippers,0.589
1067,1068.0,2017-03-23,20:30:00,Away,Los Angeles Clippers,0,0,-2.0,43,73,0.589,Dallas Mavericks,0.437
1068,1069.0,2017-03-23,20:30:00,Home,San Antonio Spurs,1,0,7.0,55,71,0.775,Memphis Grizzlies,0.556
1068,1069.0,2017-03-23,20:30:00,Away,Memphis Grizzlies,0,0,-7.0,40,72,0.556,San Antonio Spurs,0.775
1069,1070.0,2017-03-23,22:00:00,Home,Portland Trail Blazers,1,0,15.0,33,71,0.465,New York Knicks,0.375
1069,1070.0,2017-03-23,22:00:00,Away,New York Knicks,0,0,-15.0,27,72,0.375,Portland Trail Blazers,0.465
1070,1071.0,2017-03-24,19:00:00,Away,Cleveland Cavaliers,1,0,7.0,47,71,0.662,Charlotte Hornets,0.444
1070,1071.0,2017-03-24,19:00:00,Home,Charlotte Hornets,0,0,-7.0,32,72,0.444,Cleveland Cavaliers,0.662
1071,1072.0,2017-03-24,19:00:00,Away,Denver Nuggets,1,0,8.0,35,72,0.486,Indiana Pacers,0.5
1071,1072.0,2017-03-24,19:00:00,Home,Indiana Pacers,0,0,-8.0,36,72,0.5,Denver Nuggets,0.486
1072,1073.0,2017-03-24,19:00:00,Home,Orlando Magic,1,0,28.0,27,73,0.37,Detroit Pistons,0.466
1072,1073.0,2017-03-24,19:00:00,Away,Detroit Pistons,0,0,-28.0,34,73,0.466,Orlando Magic,0.37
1073,1074.0,2017-03-24,19:00:00,Home,Washington Wizards,1,0,21.0,44,72,0.611,Brooklyn Nets,0.208
1073,1074.0,2017-03-24,19:00:00,Away,Brooklyn Nets,0,0,-21.0,15,72,0.208,Washington Wizards,0.611
1074,1075.0,2017-03-24,19:30:00,Home,Boston Celtics,1,0,10.0,47,73,0.644,Phoenix Suns,0.301
1074,1075.0,2017-03-24,19:30:00,Away,Phoenix Suns,0,0,-10.0,22,73,0.301,Boston Celtics,0.644
1075,1076.0,2017-03-24,20:00:00,Away,Philadelphia 76ers,1,0,10.0,27,72,0.375,Chicago Bulls,0.466
1075,1076.0,2017-03-24,20:00:00,Home,Chicago Bulls,0,0,-10.0,34,73,0.466,Philadelphia 76ers,0.375
1076,1077.0,2017-03-24,20:00:00,Home,Houston Rockets,1,0,10.0,50,72,0.694,New Orleans Pelicans,0.417
1076,1077.0,2017-03-24,20:00:00,Away,New Orleans Pelicans,0,0,-10.0,30,72,0.417,Houston Rockets,0.694
1077,1078.0,2017-03-24,20:00:00,Home,Milwaukee Bucks,1,0,3.0,37,72,0.514,Atlanta Hawks,0.514
1077,1078.0,2017-03-24,20:00:00,Away,Atlanta Hawks,0,0,-3.0,37,72,0.514,Milwaukee Bucks,0.514
1078,1079.0,2017-03-24,22:30:00,Home,Golden State Warriors,1,0,14.0,58,72,0.806,Sacramento Kings,0.375
1078,1079.0,2017-03-24,22:30:00,Away,Sacramento Kings,0,0,-14.0,27,72,0.375,Golden State Warriors,0.806
1079,1080.0,2017-03-24,22:30:00,Home,Los Angeles Lakers,1,1,11.0,21,72,0.292,Minnesota Timberwolves,0.394
1079,1080.0,2017-03-24,22:30:00,Away,Minnesota Timberwolves,0,1,-11.0,28,71,0.394,Los Angeles Lakers,0.292
1080,1081.0,2017-03-25,15:30:00,Home,Los Angeles Clippers,1,0,13.0,44,74,0.595,Utah Jazz,0.603
1080,1081.0,2017-03-25,15:30:00,Away,Utah Jazz,0,0,-13.0,44,73,0.603,Los Angeles Clippers,0.595
1081,1082.0,2017-03-25,19:30:00,Away,Washington Wizards,1,0,12.0,45,73,0.616,Cleveland Cavaliers,0.653
1081,1082.0,2017-03-25,19:30:00,Home,Cleveland Cavaliers,0,0,-12.0,47,72,0.653,Washington Wizards,0.616
1082,1083.0,2017-03-25,20:30:00,Away,Toronto Raptors,1,0,8.0,44,73,0.603,Dallas Mavericks,0.431
1082,1083.0,2017-03-25,20:30:00,Home,Dallas Mavericks,0,0,-8.0,31,72,0.431,Toronto Raptors,0.603
1083,1084.0,2017-03-25,20:30:00,Home,San Antonio Spurs,1,0,8.0,56,72,0.778,New York Knicks,0.37
1083,1084.0,2017-03-25,20:30:00,Away,New York Knicks,0,0,-8.0,27,73,0.37,San Antonio Spurs,0.778
1084,1085.0,2017-03-25,22:00:00,Home,Portland Trail Blazers,1,0,12.0,34,72,0.472,Minnesota Timberwolves,0.389
1084,1085.0,2017-03-25,22:00:00,Away,Minnesota Timberwolves,0,0,-12.0,28,72,0.389,Portland Trail Blazers,0.472
1085,1086.0,2017-03-26,13:00:00,Away,Brooklyn Nets,1,0,15.0,16,73,0.219,Atlanta Hawks,0.507
1085,1086.0,2017-03-26,13:00:00,Home,Atlanta Hawks,0,0,-15.0,37,73,0.507,Brooklyn Nets,0.219
1086,1087.0,2017-03-26,13:00:00,Home,Charlotte Hornets,1,0,14.0,33,73,0.452,Phoenix Suns,0.297
1086,1087.0,2017-03-26,13:00:00,Away,Phoenix Suns,0,0,-14.0,22,74,0.297,Charlotte Hornets,0.452
1087,1088.0,2017-03-26,15:30:00,Home,Houston Rockets,1,0,12.0,51,73,0.699,Oklahoma City Thunder,0.569
1087,1088.0,2017-03-26,15:30:00,Away,Oklahoma City Thunder,0,0,-12.0,41,72,0.569,Houston Rockets,0.699
1088,1089.0,2017-03-26,15:30:00,Away,Sacramento Kings,1,0,1.0,28,73,0.384,Los Angeles Clippers,0.587
1088,1089.0,2017-03-26,15:30:00,Home,Los Angeles Clippers,0,0,-1.0,44,75,0.587,Sacramento Kings,0.384
1089,1090.0,2017-03-26,15:30:00,Away,Chicago Bulls,1,0,15.0,35,74,0.473,Milwaukee Bucks,0.507
1089,1090.0,2017-03-26,15:30:00,Home,Milwaukee Bucks,0,0,-15.0,37,73,0.507,Chicago Bulls,0.473
1090,1091.0,2017-03-26,18:00:00,Home,Boston Celtics,1,0,4.0,48,74,0.649,Miami Heat,0.479
1090,1091.0,2017-03-26,18:00:00,Away,Miami Heat,0,0,-4.0,35,73,0.479,Boston Celtics,0.649
1091,1092.0,2017-03-26,18:00:00,Home,Indiana Pacers,1,0,13.0,37,73,0.507,Philadelphia 76ers,0.37
1091,1092.0,2017-03-26,18:00:00,Away,Philadelphia 76ers,0,0,-13.0,27,73,0.37,Indiana Pacers,0.507
1092,1093.0,2017-03-26,20:00:00,Away,New Orleans Pelicans,1,0,25.0,31,73,0.425,Denver Nuggets,0.479
1092,1093.0,2017-03-26,20:00:00,Home,Denver Nuggets,0,0,-25.0,35,73,0.479,New Orleans Pelicans,0.425
1093,1094.0,2017-03-26,20:00:00,Home,Golden State Warriors,1,0,12.0,59,73,0.808,Memphis Grizzlies,0.548
1093,1094.0,2017-03-26,20:00:00,Away,Memphis Grizzlies,0,0,-12.0,40,73,0.548,Golden State Warriors,0.808
1094,1095.0,2017-03-26,21:30:00,Away,Portland Trail Blazers,1,0,16.0,35,73,0.479,Los Angeles Lakers,0.288
1094,1095.0,2017-03-26,21:30:00,Home,Los Angeles Lakers,0,0,-16.0,21,73,0.288,Portland Trail Blazers,0.479
1095,1096.0,2017-03-27,19:30:00,Home,New York Knicks,1,0,14.0,28,74,0.378,Detroit Pistons,0.459
1095,1096.0,2017-03-27,19:30:00,Away,Detroit Pistons,0,0,-14.0,34,74,0.459,New York Knicks,0.378
1096,1097.0,2017-03-27,19:30:00,Home,Toronto Raptors,1,0,19.0,45,74,0.608,Orlando Magic,0.365
1096,1097.0,2017-03-27,19:30:00,Away,Orlando Magic,0,0,-19.0,27,74,0.365,Toronto Raptors,0.608
1097,1098.0,2017-03-27,20:00:00,Home,San Antonio Spurs,1,0,29.0,57,73,0.781,Cleveland Cavaliers,0.644
1097,1098.0,2017-03-27,20:00:00,Away,Cleveland Cavaliers,0,0,-29.0,47,73,0.644,San Antonio Spurs,0.781
1098,1099.0,2017-03-27,20:30:00,Away,Oklahoma City Thunder,1,0,1.0,42,73,0.575,Dallas Mavericks,0.425
1098,1099.0,2017-03-27,20:30:00,Home,Dallas Mavericks,0,0,-1.0,31,73,0.425,Oklahoma City Thunder,0.575
1099,1100.0,2017-03-27,22:30:00,Home,Sacramento Kings,1,0,1.0,29,74,0.392,Memphis Grizzlies,0.541
1099,1100.0,2017-03-27,22:30:00,Away,Memphis Grizzlies,0,0,-1.0,40,74,0.541,Sacramento Kings,0.392
1100,1101.0,2017-03-27,22:30:00,Home,Utah Jazz,1,0,8.0,45,74,0.608,New Orleans Pelicans,0.419
1100,1101.0,2017-03-27,22:30:00,Away,New Orleans Pelicans,0,0,-8.0,31,74,0.419,Utah Jazz,0.608
1101,1102.0,2017-03-28,19:00:00,Away,Milwaukee Bucks,1,0,10.0,38,74,0.514,Charlotte Hornets,0.446
1101,1102.0,2017-03-28,19:00:00,Home,Charlotte Hornets,0,0,-10.0,33,74,0.446,Milwaukee Bucks,0.514
1102,1103.0,2017-03-28,19:00:00,Away,Minnesota Timberwolves,1,0,1.0,29,73,0.397,Indiana Pacers,0.5
1102,1103.0,2017-03-28,19:00:00,Home,Indiana Pacers,0,0,-1.0,37,74,0.5,Minnesota Timberwolves,0.397
1103,1104.0,2017-03-28,19:30:00,Home,Atlanta Hawks,1,0,4.0,38,74,0.514,Phoenix Suns,0.293
1103,1104.0,2017-03-28,19:30:00,Away,Phoenix Suns,0,0,-4.0,22,75,0.293,Atlanta Hawks,0.514
1104,1105.0,2017-03-28,19:30:00,Away,Philadelphia 76ers,1,0,5.0,28,74,0.378,Brooklyn Nets,0.216
1104,1105.0,2017-03-28,19:30:00,Home,Brooklyn Nets,0,0,-5.0,16,74,0.216,Philadelphia 76ers,0.378
1105,1106.0,2017-03-28,19:30:00,Away,Miami Heat,1,0,1.0,36,74,0.486,Detroit Pistons,0.453
1105,1106.0,2017-03-28,19:30:00,Home,Detroit Pistons,0,0,-1.0,34,75,0.453,Miami Heat,0.486
1106,1107.0,2017-03-28,20:00:00,Away,Golden State Warriors,1,0,7.0,60,74,0.811,Houston Rockets,0.689
1106,1107.0,2017-03-28,20:00:00,Home,Houston Rockets,0,0,-7.0,51,74,0.689,Golden State Warriors,0.811
1107,1108.0,2017-03-28,22:00:00,Home,Portland Trail Blazers,1,0,9.0,36,74,0.486,Denver Nuggets,0.473
1107,1108.0,2017-03-28,22:00:00,Away,Denver Nuggets,0,0,-9.0,35,74,0.473,Portland Trail Blazers,0.486
1108,1109.0,2017-03-28,22:30:00,Away,Washington Wizards,1,0,11.0,46,74,0.622,Los Angeles Lakers,0.284
1108,1109.0,2017-03-28,22:30:00,Home,Los Angeles Lakers,0,0,-11.0,21,74,0.284,Washington Wizards,0.622
1109,1110.0,2017-03-29,19:00:00,Away,Oklahoma City Thunder,1,1,8.0,43,74,0.581,Orlando Magic,0.36
1109,1110.0,2017-03-29,19:00:00,Home,Orlando Magic,0,1,-8.0,27,75,0.36,Oklahoma City Thunder,0.581
1110,1111.0,2017-03-29,19:00:00,Away,Atlanta Hawks,1,0,7.0,39,75,0.52,Philadelphia 76ers,0.373
1110,1111.0,2017-03-29,19:00:00,Home,Philadelphia 76ers,0,0,-7.0,28,75,0.373,Atlanta Hawks,0.52
1111,1112.0,2017-03-29,19:30:00,Away,Milwaukee Bucks,1,0,3.0,39,75,0.52,Boston Celtics,0.64
1111,1112.0,2017-03-29,19:30:00,Home,Boston Celtics,0,0,-3.0,48,75,0.64,Milwaukee Bucks,0.52
1112,1113.0,2017-03-29,19:30:00,Away,Miami Heat,1,0,17.0,37,75,0.493,New York Knicks,0.373
1112,1113.0,2017-03-29,19:30:00,Home,New York Knicks,0,0,-17.0,28,75,0.373,Miami Heat,0.493
1113,1114.0,2017-03-29,19:30:00,Away,Charlotte Hornets,1,0,4.0,34,75,0.453,Toronto Raptors,0.6
1113,1114.0,2017-03-29,19:30:00,Home,Toronto Raptors,0,0,-4.0,45,75,0.6,Charlotte Hornets,0.453
1114,1115.0,2017-03-29,20:00:00,Home,Memphis Grizzlies,1,0,13.0,41,75,0.547,Indiana Pacers,0.493
1114,1115.0,2017-03-29,20:00:00,Away,Indiana Pacers,0,0,-13.0,37,75,0.493,Memphis Grizzlies,0.547
1115,1116.0,2017-03-29,20:00:00,Home,New Orleans Pelicans,1,0,3.0,32,75,0.427,Dallas Mavericks,0.419
1115,1116.0,2017-03-29,20:00:00,Away,Dallas Mavericks,0,0,-3.0,31,74,0.419,New Orleans Pelicans,0.427
1116,1117.0,2017-03-29,21:30:00,Away,Golden State Warriors,1,0,12.0,61,75,0.813,San Antonio Spurs,0.77
1116,1117.0,2017-03-29,21:30:00,Home,San Antonio Spurs,0,0,-12.0,57,74,0.77,Golden State Warriors,0.813
1117,1118.0,2017-03-29,22:30:00,Home,Los Angeles Clippers,1,0,9.0,45,76,0.592,Washington Wizards,0.613
1117,1118.0,2017-03-29,22:30:00,Away,Washington Wizards,0,0,-9.0,46,75,0.613,Los Angeles Clippers,0.592
1118,1119.0,2017-03-29,22:30:00,Away,Utah Jazz,1,0,30.0,46,75,0.613,Sacramento Kings,0.387
1118,1119.0,2017-03-29,22:30:00,Home,Sacramento Kings,0,0,-30.0,29,75,0.387,Utah Jazz,0.613
1119,1120.0,2017-03-30,19:30:00,Home,Detroit Pistons,1,0,1.0,35,76,0.461,Brooklyn Nets,0.213
1119,1120.0,2017-03-30,19:30:00,Away,Brooklyn Nets,0,0,-1.0,16,75,0.213,Detroit Pistons,0.461
1120,1121.0,2017-03-30,20:00:00,Home,Chicago Bulls,1,0,6.0,36,75,0.48,Cleveland Cavaliers,0.635
1120,1121.0,2017-03-30,20:00:00,Away,Cleveland Cavaliers,0,0,-6.0,47,74,0.635,Chicago Bulls,0.48
1121,1122.0,2017-03-30,20:00:00,Home,Minnesota Timberwolves,1,0,15.0,30,74,0.405,Los Angeles Lakers,0.28
1121,1122.0,2017-03-30,20:00:00,Away,Los Angeles Lakers,0,0,-15.0,21,75,0.28,Minnesota Timberwolves,0.405
1122,1123.0,2017-03-30,22:00:00,Away,Los Angeles Clippers,1,0,6.0,46,77,0.597,Phoenix Suns,0.289
1122,1123.0,2017-03-30,22:00:00,Home,Phoenix Suns,0,0,-6.0,22,76,0.289,Los Angeles Clippers,0.597
1123,1124.0,2017-03-30,22:30:00,Home,Portland Trail Blazers,1,0,10.0,37,75,0.493,Houston Rockets,0.68
1123,1124.0,2017-03-30,22:30:00,Away,Houston Rockets,0,0,-10.0,51,75,0.68,Portland Trail Blazers,0.493
1124,1125.0,2017-03-31,19:00:00,Home,Charlotte Hornets,1,0,8.0,35,76,0.461,Denver Nuggets,0.467
1124,1125.0,2017-03-31,19:00:00,Away,Denver Nuggets,0,0,-8.0,35,75,0.467,Charlotte Hornets,0.461
1125,1126.0,2017-03-31,19:00:00,Home,Toronto Raptors,1,0,11.0,46,76,0.605,Indiana Pacers,0.487
1125,1126.0,2017-03-31,19:00:00,Away,Indiana Pacers,0,0,-11.0,37,76,0.487,Toronto Raptors,0.605
